"find_number","material_category","material","start_date","end_date","level_1_of_the_functional_classification","level_2_of_the_functional_classification","ceramics_rim_eve_estimated_vessel_equivalent","ceramics_base_eve_estimated_vessel_equivalent","ceramics_reconstructed_object_diameter_in_mm","ceramics_reconstructed_object_height_in_mm","ceramics_surface_treatment","ceramics_decoration_technique","ceramics_image_type","ceramics_mark","material_simplified"
"NZR2.00530CER151","CER","industrial ware: white",1800,1850,"Food Processing & Consumption","Food consumption: plate, dish, bowl",40.0,40.0,210.0,20.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00531CER042","CER","industrial ware: white",1850,1900,"Food Processing & Consumption","Consumption: drinking",15.0,35.0,90.0,60.0,"lead-glaze","transfer printing, blue","floral motif",NULL,"industrial ware"
"NZR2.00531CER053","CER","industrial ware: white",1850,1900,"Food Processing & Consumption","Food consumption: plate, dish, bowl",15.0,20.0,150.0,25.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00531CER055","CER","industrial ware: white",1800,1850,"Food Processing & Consumption","Consumption: drinking",10.0,5.0,130.0,20.0,"lead-glaze","enamelled","geometric patterns",NULL,"industrial ware"
"NZR2.00531CER061","CER","industrial ware: white",1775,1825,"Food Processing & Consumption","Consumption: drinking",50.0,0.0,85.0,35.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00531CER062","CER","industrial ware: white",1760,1800,"Food Processing & Consumption","Consumption: drinking",50.0,0.0,75.0,40.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00531CER064","CER","industrial ware: white",1800,1875,"Food Processing & Consumption","Consumption: drinking",80.0,0.0,75.0,40.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00531CER072","CER","industrial ware: white",1800,1850,"Food Processing & Consumption","Food consumption: plate, dish, bowl",20.0,35.0,145.0,37.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00531CER096","CER","industrial ware: white",1775,1825,"Food Processing & Consumption","Food consumption: plate, dish, bowl",20.0,15.0,200.0,20.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00531CER099","CER","industrial ware: white",1850,1900,"Food Processing & Consumption","Food consumption: plate, dish, bowl",10.0,5.0,260.0,25.0,"lead-glaze","enamelled",NULL,NULL,"industrial ware"
"NZR2.00531CER103","CER","industrial ware: white",1775,1825,"Food Processing & Consumption","Food consumption: plate, dish, bowl",25.0,20.0,250.0,25.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00531CER106","CER","industrial ware: white",1760,1800,"Food Processing & Consumption","Food consumption: plate, dish, bowl",15.0,30.0,260.0,30.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00531CER107","CER","industrial ware: white",1760,1800,"Food Processing & Consumption","Food consumption: plate, dish, bowl",15.0,15.0,260.0,25.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00532CER026","CER","industrial ware: white",1760,1800,"Food Processing & Consumption","Consumption: drinking",5.0,100.0,120.0,37.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00532CER028","CER","industrial ware: white",1825,1875,"Food Processing & Consumption","Food consumption: plate, dish, bowl",20.0,10.0,100.0,60.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00532CER036","CER","industrial ware: white",1760,1800,"Food Processing & Consumption","Food consumption: plate, dish, bowl",20.0,25.0,200.0,25.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00533CER030","CER","industrial ware: white",1825,1875,"Food Processing & Consumption","Food consumption: plate, dish, bowl",20.0,20.0,260.0,25.0,"lead-glaze","transfer printing, blue","chinese decor",NULL,"industrial ware"
"NZR2.00533CER032","CER","industrial ware: white",1825,1875,"Food Processing & Consumption","Food consumption: plate, dish, bowl",10.0,15.0,160.0,30.0,"lead-glaze","transfer printing, blue","landscape",NULL,"industrial ware"
"NZR2.00533CER034","CER","industrial ware: white",1800,1850,"Food Processing & Consumption","Consumption: drinking",50.0,10.0,80.0,50.0,"lead-glaze with blue underglaze","blue-white","floral motif",NULL,"industrial ware"
"NZR2.00533CER037","CER","industrial ware: white",1760,1800,"Food Processing & Consumption","Consumption: drinking",35.0,165.0,100.0,27.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00533CER053","CER","industrial ware: white",1800,1850,"Food Processing & Consumption","Food consumption: plate, dish, bowl",25.0,25.0,145.0,37.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00533CER064","CER","industrial ware: white",1850,1900,"Food Processing & Consumption","Food consumption: plate, dish, bowl",10.0,10.0,220.0,23.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00533CER067","CER","industrial ware: white",1800,1850,"Food Processing & Consumption","Food consumption: plate, dish, bowl",10.0,5.0,220.0,20.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00533CER069","CER","industrial ware: white",1800,1850,"Food Processing & Consumption","Food consumption: plate, dish, bowl",25.0,35.0,240.0,20.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00533CER076","CER","industrial ware: white",1775,1800,"Food Processing & Consumption","Food consumption: plate, dish, bowl",15.0,10.0,260.0,30.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00533CER077","CER","industrial ware: white",1760,1800,"Food Processing & Consumption","Food consumption: plate, dish, bowl",25.0,30.0,260.0,25.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00535CER055","CER","industrial ware: white",1800,1850,"Food Processing & Consumption","Food consumption: plate, dish, bowl",10.0,10.0,300.0,70.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00535CER065","CER","industrial ware: white",1760,1800,"Food Processing & Consumption","Food consumption: plate, dish, bowl",20.0,40.0,250.0,25.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00535CER067","CER","industrial ware: white",1800,1850,"Food Processing & Consumption","Food consumption: plate, dish, bowl",20.0,5.0,260.0,25.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00535CER068","CER","industrial ware: white",1825,1875,"Food Processing & Consumption","Food consumption: plate, dish, bowl",15.0,5.0,250.0,35.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00536CER005","CER","industrial ware: white",1775,1825,"Food Processing & Consumption","Consumption of food and drinks: table accessories",NULL,100.0,45.0,85.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00536CER116","CER","industrial ware: white",1825,1875,"Food Processing & Consumption","Consumption: drinking",25.0,20.0,125.0,27.0,"lead-glaze","transfer printing, black","landscape",NULL,"industrial ware"
"NZR2.00536CER133","CER","industrial ware: white",1825,1850,"Food Processing & Consumption","Consumption: drinking",15.0,20.0,110.0,25.0,"lead-glaze","transfer printing, blue","floral motif",NULL,"industrial ware"
"NZR2.00536CER145","CER","industrial ware: white",1800,1850,"Food Processing & Consumption","Consumption: drinking",20.0,10.0,135.0,25.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00536CER153","CER","industrial ware: white",1775,1825,"Food Processing & Consumption","Consumption: drinking",15.0,15.0,100.0,60.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00536CER156","CER","industrial ware: white",1825,1850,"Food Processing & Consumption","Consumption: drinking",35.0,35.0,90.0,140.0,"lead-glaze","transfer printing, blue","animal scenery",NULL,"industrial ware"
"NZR2.00536CER170","CER","industrial ware: white",1850,1900,"Food Processing & Consumption","Food consumption: plate, dish, bowl",20.0,45.0,220.0,57.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00536CER172","CER","industrial ware: white",1800,1875,"Food Processing & Consumption","Food consumption: plate, dish, bowl",10.0,30.0,170.0,40.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00536CER173","CER","industrial ware: white",1800,1850,"Food Processing & Consumption","Food consumption: plate, dish, bowl",15.0,5.0,300.0,60.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00536CER182","CER","industrial ware: white",1825,1875,"Food Processing & Consumption","Food consumption: plate, dish, bowl",20.0,5.0,105.0,52.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00536CER196","CER","industrial ware: white",1800,1850,"Food Processing & Consumption","Food consumption: plate, dish, bowl",40.0,25.0,250.0,30.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00536CER197","CER","industrial ware: white",1800,1850,"Food Processing & Consumption","Food consumption: plate, dish, bowl",15.0,5.0,210.0,17.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00536CER198","CER","industrial ware: white",1775,1825,"Food Processing & Consumption","Food consumption: plate, dish, bowl",30.0,10.0,210.0,20.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00536CER205","CER","industrial ware: white",1760,1800,"Food Processing & Consumption","Food consumption: plate, dish, bowl",15.0,65.0,260.0,30.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00536CER210","CER","industrial ware: white",1760,1800,"Food Processing & Consumption","Food consumption: plate, dish, bowl",20.0,20.0,195.0,20.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00536CER213","CER","industrial ware: white",1825,1875,"Food Processing & Consumption","Food consumption: plate, dish, bowl",15.0,15.0,200.0,17.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00536CER214","CER","industrial ware: white",1850,1875,"Food Processing & Consumption","Food consumption: plate, dish, bowl",15.0,10.0,250.0,20.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00536CER217","CER","industrial ware: white",1775,1825,"Food Processing & Consumption","Food consumption: plate, dish, bowl",15.0,20.0,260.0,30.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00536CER218","CER","industrial ware: white",1800,1850,"Food Processing & Consumption","Food consumption: plate, dish, bowl",55.0,10.0,260.0,20.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00536CER219","CER","industrial ware: white",1775,1825,"Food Processing & Consumption","Food consumption: plate, dish, bowl",15.0,20.0,260.0,20.0,"lead-glaze","enamelled, polychrome","floral motif",NULL,"industrial ware"
"NZR2.00536CER234","CER","industrial ware: white",1775,1850,"Food Processing & Consumption","Food consumption: plate, dish, bowl",15.0,10.0,200.0,20.0,"lead-glaze","overall white",NULL,"unknown","industrial ware"
"NZR2.00537CER067","CER","industrial ware: white",1800,1850,"Food Processing & Consumption","Consumption: drinking",25.0,65.0,80.0,62.0,"lead-glaze","transfer printing, purple","animal scenery",NULL,"industrial ware"
"NZR2.00537CER069","CER","industrial ware: white",1825,1875,"Food Processing & Consumption","Consumption: drinking",15.0,40.0,80.0,45.0,"lead-glaze","transfer printing, blue","floral motif",NULL,"industrial ware"
"NZR2.00537CER078","CER","industrial ware: white",1760,1800,"Food Processing & Consumption","Food consumption: plate, dish, bowl",10.0,15.0,240.0,20.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00537CER082","CER","industrial ware: white",1825,1875,"Food Processing & Consumption","Food consumption: plate, dish, bowl",10.0,15.0,260.0,20.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00537CER083","CER","industrial ware: white",1775,1825,"Food Processing & Consumption","Food consumption: plate, dish, bowl",20.0,30.0,240.0,30.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00537CER084","CER","industrial ware: white",1775,1825,"Food Processing & Consumption","Food consumption: plate, dish, bowl",20.0,65.0,210.0,20.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00537CER085","CER","industrial ware: white",1825,1875,"Food Processing & Consumption","Food consumption: plate, dish, bowl",30.0,5.0,210.0,20.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00537CER087","CER","industrial ware: white",1760,1800,"Food Processing & Consumption","Food consumption: plate, dish, bowl",25.0,50.0,250.0,30.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00537CER098","CER","industrial ware: white",1850,1900,"Food Processing & Consumption","Food consumption: plate, dish, bowl",15.0,15.0,140.0,30.0,"lead-glaze","transfer printing, blue","landscape","unknown","industrial ware"
"NZR2.00538CER024","CER","industrial ware: white",1840,1875,"Food Processing & Consumption","Food consumption: plate, dish, bowl",20.0,35.0,140.0,25.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00538CER025","CER","industrial ware: white",1825,1875,"Food Processing & Consumption","Consumption: drinking",40.0,25.0,95.0,57.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00538CER028","CER","industrial ware: white",1800,1850,"Food Processing & Consumption","Food consumption: plate, dish, bowl",5.0,50.0,200.0,65.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00538CER033","CER","industrial ware: white",1800,1875,"Food Processing & Consumption","Food consumption: plate, dish, bowl",10.0,10.0,200.0,17.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00538CER040","CER","industrial ware: white",1825,1875,"Food Processing & Consumption","Food consumption: plate, dish, bowl",30.0,30.0,260.0,20.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00539CER009","CER","industrial ware: white",1840,1875,"Food Processing & Consumption","Food consumption: plate, dish, bowl",15.0,20.0,145.0,32.0,"lead-glaze","transfer printing, black","landscape",NULL,"industrial ware"
"NZR2.00548CER033","CER","industrial ware: white",1800,1850,"Food Processing & Consumption","Food consumption: plate, dish, bowl",15.0,10.0,210.0,40.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00548CER038","CER","industrial ware: white",1775,1825,"Food Processing & Consumption","Food consumption: plate, dish, bowl",15.0,15.0,260.0,30.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00551CER025","CER","industrial ware: white",1840,1875,"Food Processing & Consumption","Food consumption: plate, dish, bowl",25.0,20.0,140.0,25.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00551CER045","CER","industrial ware: white",1850,1900,"Food Processing & Consumption","Food consumption: plate, dish, bowl",5.0,5.0,250.0,25.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00551CER047","CER","industrial ware: white",1804,1828,"Food Processing & Consumption","Food consumption: plate, dish, bowl",25.0,40.0,140.0,40.0,"lead-glaze","overall white",NULL,"Sewell","industrial ware"
"NZR2.00559CER008","CER","industrial ware: white",1817,1830,"Food Processing & Consumption","Food consumption: plate, dish, bowl",50.0,40.0,245.0,25.0,"lead-glaze","overall white",NULL,"Fell","industrial ware"
"NZR2.00565CER028","CER","industrial ware: white",1775,1800,"Food Processing & Consumption","Consumption: drinking",15.0,25.0,80.0,45.0,"lead-glaze with blue underglaze","enamelled","geometric patterns",NULL,"industrial ware"
"NZR2.00565CER031","CER","industrial ware: white",1775,1825,"Food Processing & Consumption","Food consumption: plate, dish, bowl",20.0,20.0,230.0,47.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00565CER032","CER","industrial ware: white",1760,1800,"Food Processing & Consumption","Food consumption: plate, dish, bowl",45.0,45.0,160.0,25.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00565CER033","CER","industrial ware: white",1760,1800,"Food Processing & Consumption","Food consumption: plate, dish, bowl",10.0,15.0,250.0,25.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00568CER018","CER","industrial ware: white",1825,1875,"Food Processing & Consumption","Food consumption: plate, dish, bowl",20.0,20.0,140.0,40.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00568CER022","CER","industrial ware: white",1825,1875,"Food Processing & Consumption","Food consumption: plate, dish, bowl",10.0,5.0,250.0,20.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00569CER037","CER","industrial ware: white",1800,1850,"Food Processing & Consumption","Food consumption: plate, dish, bowl",20.0,25.0,230.0,25.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00569CER038","CER","industrial ware: white",1800,1850,"Food Processing & Consumption","Food consumption: plate, dish, bowl",15.0,20.0,240.0,20.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00570CER062","CER","industrial ware: white",1825,1875,"Food Processing & Consumption","Consumption: drinking",10.0,5.0,100.0,55.0,"lead-glaze","transfer printing, blue","landscape",NULL,"industrial ware"
"NZR2.00570CER066","CER","industrial ware: white",1825,1875,"Food Processing & Consumption","Consumption: drinking",10.0,10.0,100.0,18.0,"lead-glaze","transfer printing, blue","floral motif",NULL,"industrial ware"
"NZR2.00570CER067","CER","industrial ware: white",1840,1875,"Food Processing & Consumption","Food consumption: plate, dish, bowl",10.0,25.0,140.0,33.0,"lead-glaze","transfer printing, blue","floral motif",NULL,"industrial ware"
"NZR2.00570CER069","CER","industrial ware: white",1825,1900,"Food Processing & Consumption","Consumption: drinking",5.0,20.0,100.0,55.0,"lead-glaze","enamelled","floral motif",NULL,"industrial ware"
"NZR2.00570CER074","CER","industrial ware: white",1900,1936,"Food Processing & Consumption","Food consumption: plate, dish, bowl",15.0,40.0,150.0,25.0,"lead-glaze","overall white",NULL,"Societe Ceramique 550","industrial ware"
"NZR2.00570CER075","CER","industrial ware: white",1840,1875,"Food Processing & Consumption","Food consumption: plate, dish, bowl",15.0,15.0,150.0,37.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00570CER077","CER","industrial ware: white",1900,1936,"Food Processing & Consumption","Consumption: drinking",25.0,15.0,70.0,60.0,"lead-glaze","overall white",NULL,"Societe Ceramique 550","industrial ware"
"NZR2.00570CER079","CER","industrial ware: white",1850,1900,"Food Processing & Consumption","Consumption: drinking",20.0,225.0,105.0,60.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00570CER096","CER","industrial ware: white",1775,1825,"Food Processing & Consumption","Food consumption: plate, dish, bowl",15.0,5.0,260.0,23.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00570CER099","CER","industrial ware: white",1760,1800,"Food Processing & Consumption","Food consumption: plate, dish, bowl",15.0,15.0,260.0,20.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00570CER103","CER","industrial ware: white",1825,1875,"Food Processing & Consumption","Food consumption: plate, dish, bowl",25.0,15.0,260.0,20.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00570CER104","CER","industrial ware: white",1825,1875,"Food Processing & Consumption","Food consumption: plate, dish, bowl",35.0,40.0,210.0,20.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
